document,sentence
Willakuykuna maytu - Chanka Literatura 1 - 1° Secundaria - Quechua chanka,"Chay qipantas sipasllataqa  munasqakuta rurasqaku, chay tukuspañataq  wañurqachispanku wasinta kañaykuspanku  ripukusqaku."
Willakuykuna maytu - Chanka Literatura 1 - 1° Secundaria - Quechua chanka,"Isqun punchaw qapaq sitwa killapim chilinukuna  Kunsipsiyun  llaqtapi pirwanukunawan llallichikurqa,  chaypim mana llallichikuyta munaspanku runata  wañuchispa wañuyta maskarqaku, ichaqa pirwanu  runakunam chay walla wasinkuman yaykuspanku  qayllamanta wañuchirqaku, kamachikuqninmi  kasqa huk waynalla runa, paymi isparanta hapispan  usqullaña ñawpaqta rirqa."
Willakuykuna maytu - Chanka Literatura 1 - 1° Secundaria - Quechua chanka,"Chay hinapim llapan  chilinukunata wañuchiypi richkarqaku hinaptinmi  hukkaqninta riqsirquspan, kikin runa kayninta  churaspan: – ¡Ama paytaqa wañuchiychikchu!"
Willakuykuna maytu - Chanka Literatura 1 - 1° Secundaria - Quechua chanka,– nispan harkasqa hinaspa chay chilinu runawan  qawachikuspan: – ¿Ñuqataqa riqsiwachkankichu?
Willakuykuna maytu - Chanka Literatura 1 - 1° Secundaria - Quechua chanka,"– nispan hukninqa umallanwan –manam nin  – ñuqam kani chay masiykiwan uywankunata    suwaspayki, mamanta wañuchirqanki hinaspa  panintapas hapirquspaykichik wañuchisqaykichik,  wañusqa kasqanta iñispa saqirqusqaykichik,  chaymanta pacham maskarqaykichik, kayqaya  tarirquyki, ¿maypitaq kuskachaq masiykiqa  kachkan?"
Willakuykuna maytu - Chanka Literatura 1 - 1° Secundaria - Quechua chanka,"– chilinuqa manchakuymanta  pitukuspan pampachananta mañakun hinaspapas  qunqaymanta sayarispan amachakuspan  maqtataqa yaqalla sipirqun, ichaqa payqa  allintañam awqanakuyta yachasqa, chayrayku  hukkaqninpi sunqunpi kuchunawan tiparqun  chaywan wañurqachin, hinaspan: – ¡Kayqaya  aylluykunapa yawarninmanta chaninchakuniña!,  ¡kunanqa wañunaykamam chilinukunata  awqakusaq – nispan qipasqa."
Willakuykuna maytu - Chanka Literatura 1 - 1° Secundaria - Quechua chanka,"Chaymi Pitruqa  Sikaya nisqanpi, huk awqanakuypi wañukullasqa,  llaqtanrayku, mama suyunrayku, llapan runa  masinrayku kawsaynintapas quykuspan."
Willakuykuna maytu - Chanka Literatura 1 - 1° Secundaria - Quechua chanka,"Kawsay uywaymanta willakuy Kawsay uywaymanta willakuy  Taqa Sarapa llakisqan Wanchuy ayllupim iskay irqi warmakuna sara  iskuypi pukllastin rimanakuchkasqaku, sara uyway  yachasqankuta tapunakuspa llallinakusqaku,  piñanakuspankus: – ¡Ñuqaqa chaytaqa aswanmi  yachani!"
Willakuykuna maytu - Chanka Literatura 1 - 1° Secundaria - Quechua chanka,"Hukninpas: – ¿Hinaspaqa imaraykutaq  qampa saraykiqa chusu chusulla qispimurqa?,  ¿Chaychu qampaq kusa sara uywasqayki kanman?"
Willakuykuna maytu - Chanka Literatura 1 - 1° Secundaria - Quechua chanka,"– nispan kutichisqa, chay hinallas warmakuna  manaña chay kaminakuyta tukuspanku, pampapi  pukllasqankutapas qunqaspa, yaqa sikunakuypiña  kasqaku."
Willakuykuna maytu - Chanka Literatura 1 - 1° Secundaria - Quechua chanka,"Tumpa karumantas machu taytanku uyarispan  qawamusqa, paysi amachaqrayku asuykusqa  hinaspan: – ¡Warmakuna ¿Imamantataq  kayhinataña kaminakuchkankichik?, !"
Willakuykuna maytu - Chanka Literatura 1 - 1° Secundaria - Quechua chanka,"Huknin warmaqa: –manam tayta awqakunikuchu,  ichaqa kay wawqiymi ¡Ñuqam sara uywaytaqa  allinta yachani, qammantaqa nisqanpim, kay  hinata ruraniku!"
Willakuykuna maytu - Chanka Literatura 1 - 1° Secundaria - Quechua chanka,"– nispan nin; chaymi machuqa  warmakunapa sunqun tiyachinanrayku: –  Kuyasqay warmakuna, sara uywaypi wakintaqa  ñam ayllu yachachiwanchikña, ichaqa kanraq  yachaykuna pakasqahina kasqan, ¡mama  saram kay hina kaptiykichik llakisqa kachkan!,    chaymanta uyariyta ¿Munankichikchu?"
Willakuykuna maytu - Chanka Literatura 1 - 1° Secundaria - Quechua chanka,"Chaysi warmakunaqa: – anri tayta willariwayku –  nispanku muqun qayllanpi tiyakusqaku, taytakuqa  allinta umanta aywirispanraqsi hallarinanpaq  yuyaymanakun: – Willkaykuna  mama saraqa  pachakamaqpa unanchasqanmi, ñawpa  taytanchikpa kawsay uyway tarisqanmi karqa."
Willakuykuna maytu - Chanka Literatura 1 - 1° Secundaria - Quechua chanka,"Ñawpa pachapis runaqa kawsay uywaypaq  mana yuyayniyuqchu karqa, maytapas mikuy  maskaq rispanku, tarisqallanta mikuqku, chay  tukurquptinqa huk suyukunamanña hukwaqku."
Willakuykuna maytu - Chanka Literatura 1 - 1° Secundaria - Quechua chanka,"Chay hinapis chiki pacha ancha parayuq kasqa,  runakunaqa mikuy huñusqankuta apaykuspankus  machaypi waqaychakusqaku, tiyasqanku mana  llumpay qacha kananpaqsi pichakusqaku, machay  hawaman qupata wischusqaku, chay qupapis  usuchisqanku rurukunapas kasqa."
Willakuykuna maytu - Chanka Literatura 1 - 1° Secundaria - Quechua chanka,"Parakuna  samaytas machaymanta lluqsimuspa, qupa  qutupi kawsaykuna ikllirqamusqanta rikusqaku."
Willakuykuna maytu - Chanka Literatura 1 - 1° Secundaria - Quechua chanka,"Chayta qawaspankus imanmanta sara wiñaqta  riqsisqaku, allin yachay tarinankupaq kikinkuña  sarapa rurunta panpasqaku, chaypas ikllirqamusqa,  chaymanta pacham runakuna kawsaykunata  uywayta yacharqaku."
Willakuykuna maytu - Chanka Literatura 1 - 1° Secundaria - Quechua chanka,Warmakunaqa: – ¿Manachus  chaykama chakra rurayta yacharqaku tayta?
Willakuykuna maytu - Chanka Literatura 1 - 1° Secundaria - Quechua chanka,"– tapukun, machuchaqa: – manam, sallqapi,  sachapi kikillanmanta wiñasqanmanta huqariqku,  manam tarpuytaqa yacharqakuchu."
Willakuykuna maytu - Chanka Literatura 1 - 1° Secundaria - Quechua chanka,Chaymi kay  pachapi tarpuy yachasqanchik ichaqa mama  pachapas kawsay uywaytaqa yachachiwanchik.
Willakuykuna maytu - Chanka Literatura 1 - 1° Secundaria - Quechua chanka,"Hinas huk runa mana tarpuy yachasqanta  ñakaspan puñusqa, musquyninpis huk sumaq  warmi rikurirqamusqa, paysi ima hinam muhu  akllana, tarpuspa llamkay ruranamantapas  yachachisqa: – ama llakisqaqa kaychu ñuqam  mama sara uywaytaqa yachachisqayki; muhu  hurquypi umachanta wallpapaq, sikintaqa  kamchapaq, icha kutapaqpas, chawpinmantam  muhupaq sumaqllata iskunchik."
Willakuykuna maytu - Chanka Literatura 1 - 1° Secundaria - Quechua chanka,Chay iskusqatam  tarpunapaq rikchachispa kusichinanchik – nispa  nisqa.
Willakuykuna maytu - Chanka Literatura 1 - 1° Secundaria - Quechua chanka,"Runaqa rikchasqapas kanman hinas: –  mamallay hinaspaqa, ¿imahinatataq sara muhuta  kusichina – nispan tapukusqa, warmiqa asinllas:    – lliklla hawanman churaykuspam chaypi kusillata  rimapayana, “mamallay mama sara rikchariy,  musuq kawsaypaqmi kunakusqayki, qamllam  kawsayta mirachiwaq” hinaspam “kay kuyakuy  ñukñullatam apamuyki, qampas malliykuy” nispam  aqawan challaykuna, sichus mana aqa kaptinqa,  rahuchawanpas tinkaykunanchik yachakun nispam  willasqa."
Willakuykuna maytu - Chanka Literatura 1 - 1° Secundaria - Quechua chanka,"Runaqa kusillas musqupakusqa hinaspa  hina tapurikusqa: – ¿Hinaspaqa sarapa kawsaynin  kanchu?– nispan, warmiqa: – ñuqam sara kawsaypa  samaynin kani, chaymi ima nisqaytapas yachani,  qamkunam pachaman mana waytachispa  tarpuwaptiykichik llakichiwankichik– nispa nisqa,  runaqa: –¿Mamay imaynataq waytachiyta  ruranchikman?, mama saraqa: – chakrapaqa  punkullun kanmi, chaypim pachapa manukuyninta    mañakunchik, chaypaq lawil wayta akllasqata  sumaq taytanchik Pacha Kamaqpa sutinpi  churapunchik."
Willakuykuna maytu - Chanka Literatura 1 - 1° Secundaria - Quechua chanka,Runaqa huktawan: – ¿Imapitaq mama sara  llakichiykiku?
Willakuykuna maytu - Chanka Literatura 1 - 1° Secundaria - Quechua chanka,"– nispa tapukusqa, mama saraqa:–  achkapim qamkuna usuchiwankichik, tarpurquspa  wawa kaptiy mana qatawankichikchu,  qurawan  wiñachiwankichik, qillakuspa kutipawankichik,  urumanta mana amachawankichikchu,  huqarispapas usuchiwankichik, ñankunapi  wischusqa kaptiy mana huqariwankichikchu,  qatupipas chaqrusqata rantikuwankichik,  kay pachakunapi mana kamchallapipas  mikuwankichikñachu, chaykunam anchata  llakichiwan."
Willakuykuna maytu - Chanka Literatura 1 - 1° Secundaria - Quechua chanka,"Mamay pachawan kuska, mana  munastinpas wakchakunapaq, kuyaqkunapaq  mirapunikuraq, wakinqa, aswan unquchiq,  mikuykunata mikuspa qunqawachkankuña– nispan  tukuykun."
Willakuykuna maytu - Chanka Literatura 1 - 1° Secundaria - Quechua chanka,"Amaru chaqwasqanmanta  Punchaw paqariyta aymuray killa risqanpi, qunti  wayra urqupi kaq Paklla Pata sutiyuq llaqtachata  pakarqa."
Willakuykuna maytu - Chanka Literatura 1 - 1° Secundaria - Quechua chanka,"Chay putka achikyay manam allintachu  apamunman karqa, aswanmi chiki intusqanta  unancharqa, utaq qapaqkunapa mana allin  kawsaymanta maqakusqanta chay kitipi kawsaq  runakunapa hawanman churasqanta riqsichiq."
Willakuykuna maytu - Chanka Literatura 1 - 1° Secundaria - Quechua chanka,"Intipas antawan kuskachakusqahina manam kusi  tayta hinachu kanchichkarqa, aswanmi anta  antallamanta mancharisqahina wachinkunata qunti  wayrapa sikrankunata qawchirqa."
Willakuykuna maytu - Chanka Literatura 1 - 1° Secundaria - Quechua chanka,Chayhinapi llapan runa tapukurqaku–¿Imataq  chay karqamun?
Willakuykuna maytu - Chanka Literatura 1 - 1° Secundaria - Quechua chanka,"Manam pipas  chaymantaqa imatapas yachasqachu, ichaqa    huk willakuymi utqayman mastarikurqa … Pakllaqa kumun ayllupa allpan, chay tutaqa yaqa  waranqa iskaychasqa takti sayaymi urayman  sullwarqamusqa."
Willakuykuna maytu - Chanka Literatura 1 - 1° Secundaria - Quechua chanka,"Llaqtamantaqa, kay allpakunaqa  yaqa kimsa waranqa takti karunchasqanpim tarikun,  kumunkunapa kapuqninmi karqa."
Willakuykuna maytu - Chanka Literatura 1 - 1° Secundaria - Quechua chanka,"May hina wichay  uray qichqapi tarikuspapas, paykunapaqa sara  chakrankum karqa, achkanpiqa uqu pampakunam  tarikuq, chaynintam pukyuchakuna paqarimuq,  chay yakutam michisqanku uywakunapas upyaqku."
Willakuykuna maytu - Chanka Literatura 1 - 1° Secundaria - Quechua chanka,"Sara kallchaymi chayraq qipa punchawkuna  qallaykurqa, chay tuta, runakuna rutusqa sara  arkusqanku chawpinpi chukllakuspa puñusqaku."
Willakuykuna maytu - Chanka Literatura 1 - 1° Secundaria - Quechua chanka,"Chawpi tutataqa, kasqanku allpa pachapa ukunpis  hatun qapariy uyarikusqa, hina qatiqninman    waripa pacha kuyuchisqanhinas allpankuta uku  pacha qaqaman tikrachkaqta musyarqunku."
Willakuykuna maytu - Chanka Literatura 1 - 1° Secundaria - Quechua chanka,"Runakuna puchukay pacha chayamusqantañas  iñisqaku, chayqa tiqsi muyupa chinkayninhinañas  rikchakapusqaku."
Willakuykuna maytu - Chanka Literatura 1 - 1° Secundaria - Quechua chanka,"Chay kasqankumantam mana haypay  atina qapariykuna uyarikamurqa, ima hinam  mankapi chillikukuna wichqasqa kaspanku  waqasqankumanhina."
Willakuykuna maytu - Chanka Literatura 1 - 1° Secundaria - Quechua chanka,"Chaypim muchuyta mana  tukuriqta tarirqaku, manchakuypas runa kaynin,  samayninmanpas yaykusqa."
Willakuykuna maytu - Chanka Literatura 1 - 1° Secundaria - Quechua chanka,"Tutapas manaña  achikyaqsi rikchakapusqaku hinaspaqa qunti wayra  manam samarinapaqpas allinchu karqa, manataq  chaypiqa qawakuyllatapas atirqakuchu, aswan  tutayaqpi tarikurqaku."
Willakuykuna maytu - Chanka Literatura 1 - 1° Secundaria - Quechua chanka,"Achikyaytaqa hawkayay chayarqamun, manas  mayqinpas ayllu runaqa wañusqachu, manataq  uywankunaqa chinkapusqakuchu."
Willakuykuna maytu - Chanka Literatura 1 - 1° Secundaria - Quechua chanka,"Punchaw  risqanpi hatun llaqtapi kaq runakunas chay chiki  kasqanta qawanankupaq, Paklla Pataman risqaku."
Willakuykuna maytu - Chanka Literatura 1 - 1° Secundaria - Quechua chanka,"Llaqtapi kaq mistikunas sapankama yachaq  tukuspanku, yachay wasipi yachasqankumanta  imaraykum chay pacha sullwakusqan  kasqankunata willaq tukusqaku."
Willakuykuna maytu - Chanka Literatura 1 - 1° Secundaria - Quechua chanka,"Chaypitaq  ayllupi kaq runakuna karqaku, wakinmi nisqaku  kayqa taytachapa piñakuyninpa maqakuyninmi,  hinaspa wakinqa: – ¡Amarupa rurasqanmi kayqa!,  ¡manam hukqa kanmanchu Amarum…!"
Willakuykuna maytu - Chanka Literatura 1 - 1° Secundaria - Quechua chanka,"Achka  punchaw qipatas tayta Bartulupa churinkuna  allpa kuyuchisqanta qawarqusqaku, Amarupas  qawarqusqankuta musyaspansi, warmakunata    wayqun ñanninta qatikachasqa, paykuna  amachakuspa rumiwan chamqasqaku."
Willakuykuna maytu - Chanka Literatura 1 - 1° Secundaria - Quechua chanka,"Hinataqsi  tayta Grimaldupas killayuq tutapi uqu pampapi  tarirqusqa, chay qawarichkaptinsi chinkarqusqa."
Willakuykuna maytu - Chanka Literatura 1 - 1° Secundaria - Quechua chanka,"Ichaqa Amaruqa ima hinam sipirquyta munaptinku  piñakusqam karqa hinaspam chay pachamanta  pacha kuyuyqa qallarirqaña, chay kunan  ayllupa allpa pachatanqa tikrarquspan karuman  qipirikurqun."
Willakuykuna maytu - Chanka Literatura 1 - 1° Secundaria - Quechua chanka,Ichaqa: – ¿Imataq chay Amaruqa karqa?
Willakuykuna maytu - Chanka Literatura 1 - 1° Secundaria - Quechua chanka,wakinmi: – chayqa huk hatun rupu kuchihina  chukchasapa puka rikchayniyuqmi– ninku.
Willakuykuna maytu - Chanka Literatura 1 - 1° Secundaria - Quechua chanka,"Chayqa  pacha ukunpim yachan, mana pi runapas  chakrakunapi kasqallanpim lluqsimun, ichaqa sichus    pipas qawarquspan qatispan piñachiptinqa, payqa  pacha qarankunatañam kuyuchiypi rin hinaspam  kuyurqachispaqa achka allpata maykamapas  aparqunmanmi, chaynapiqa wañuytapas  puchukaytapas tarikuchwan – nispa rimanku."
Willakuykuna maytu - Chanka Literatura 1 - 1° Secundaria - Quechua chanka,"Chaymantam runakuna rimanakuspa  kuyapayanakuspanku kachkarqaku, chayna  kasqantaqa uywapa rikchayninta qusqaku."
Willakuykuna maytu - Chanka Literatura 1 - 1° Secundaria - Quechua chanka,"Hukkunaqa mana chiqap rikusqankumanta rimaylla  kasqanta iñisqaku, wakinqa tumpa mancharisqas  ayllupa riqsiyninmanta kasqaku."
Willakuykuna maytu - Chanka Literatura 1 - 1° Secundaria - Quechua chanka,"Kayqa karqa  imaynam runakuna pachapi imapas kawsasqanta  iñisqankupi, riqsisqankumanhina rurasqam."
Willakuykuna maytu - Chanka Literatura 1 - 1° Secundaria - Quechua chanka,"Amaruqa mana paykunallapa umanpichu  karqa, aswanqa anti suyupi achka llaqtakunapa  riqsisqanmi karqa, ichaqa maypi chaypi rikurispam,    qapaqkunapa churasqan chikita apamuq, mana  chayqa mana allin ruraykunamanta maqaspa  wanachinanpaq churasqa kasqanta yachaqku."
Willakuykuna maytu - Chanka Literatura 1 - 1° Secundaria - Quechua chanka,"Runakunam kaymanta llakikuspa pipas  kuyaykunanta, sunqunku tiyachinanmanta  suyachkarqaku, chaynapim pisillapaqpas  llaqtamanta tayta kura chayarqamuspan:  – Kay allpanchikta, Amaru huk pachaman  ripunanpaqqa saminchananchikmi, hina  kutichiyninta qunanchik, chay hinapi manaña  pachata kuyuchispan chiki apamuwananchikpaq  – nispan runakunata iñichisqa."
Willakuykuna maytu - Chanka Literatura 1 - 1° Secundaria - Quechua chanka,Yaqa llapallan  ayllu runakunas chukunkuta hurqukuspankuraq  kay nisqanta anri nisqaku hinaspa chay    rurananpaq kunakusqaku.
Willakuykuna maytu - Chanka Literatura 1 - 1° Secundaria - Quechua chanka,"Nisqanmanhinaqa  tayta kuraqa allpa kuyuchisqankunapi purispan,  yaku saminchasqanwan challasqa hinaspam  Latin simipi mañakuyta rimapakuspa Amaruta  qarqunanpaq kasqa: – ¡Unanchaqpa sutinpi  kaymanta maymanpas ripukuy!"
Willakuykuna maytu - Chanka Literatura 1 - 1° Secundaria - Quechua chanka,Amaña kay  runakunataqa intuychu– nispan kunasqa.
Willakuykuna maytu - Chanka Literatura 1 - 1° Secundaria - Quechua chanka,"Chay saminchay tukuytaqa runakunas tumpa  sunqun tiyasqaña tarikusqaku, ichaqa manaraq  chay qunqayta atipasqakuchu, chaysi kawsay  chinkachikusqankumanta huk ayllukunapas  yanapasqaku."
Willakuykuna maytu - Chanka Literatura 1 - 1° Secundaria - Quechua chanka,"Amarupa rurasqanmantaqa achkam killakunaraqmi  rimanakuykunapi, icha imapipas yuyarispanku  yuyachinakuqku, ichaqa manañam chay  pachamantaqa imapas pacha kuyurqañachu,  chaysi runakunaqa chiqap ripukusqantaña iñirqaku,  chay willakuykunaqa machu kaqkunallanwanña  kunankama qiparun."
Willakuykuna maytu - Chanka Literatura 1 - 1° Secundaria - Quechua chanka,Paklla allpakunaqa chay  tikrasqankunapipas musuqmantam kunankama  sara tarpuy chakrakunaraq kanku.
Willakuykuna maytu - Chanka Literatura 1 - 1° Secundaria - Quechua chanka,"Kanlalay quchapa kuyakuyninmanta Anqara suyupi iskay maqtawan sipas chayraq  yananchakusqaku  hinaspan wasi tiqsikusqankupi  tiyasqaku, ichaqa paykunapaqqa manam  sumaq kawsanankupaq imankupas kasqachu,  manas mikunankupaqpas allillaqa tarisqakuchu,  pachankumantapas yanqallañas kasqaku,  ayllunku qusqankupas lliwsi mawkayarquspa  tukuchkasqaña."
Willakuykuna maytu - Chanka Literatura 1 - 1° Secundaria - Quechua chanka,"Paykunaqa anchatas  kuyanakuqku, chaynapi pacha risqanpi warmi  wiksayuq kasqanta musyarqusqa hinaspas  qusanwan kaynata rimanakusqaku: – ¿Imaynataq  kawsasun mana imanchikpas kachkaptinqa?"
Willakuykuna maytu - Chanka Literatura 1 - 1° Secundaria - Quechua chanka,Kay  sallqapiqa manataq kawsaykunallapas anchaqa  wiñanchu… ¿Imatam mikuchisun wawa    churinchiktaqa?
Willakuykuna maytu - Chanka Literatura 1 - 1° Secundaria - Quechua chanka,"Warmichaqa kuyay sunqullawansi: Anaqpi kaq  unanchaqkunata mañakuspanchik imallapas,  haykallapas kaqta maskasunchik, maskaspaqa  tarisunmi… ama llumpaytaqa llakikuychu…–nispam  nisqa."
Willakuykuna maytu - Chanka Literatura 1 - 1° Secundaria - Quechua chanka,"Qariqa manaraq warmin wachakunanpaq  kachkaptin, mikuy maskamunanpaqsi churapakun,  chaynas sapa punchaw urqun qasanta muyurimuq:  –icha atuqpa puchullantapas tariyman–  nispa, llapan urqukunapis purisqa, qaqakuna  ukunkunatapas watukusqa, chakrakunapipas  qawaristinsi purisqa, –ichapas chinkasqa utaq  qunqasqa ushakunapas kanman –nispa."
Willakuykuna maytu - Chanka Literatura 1 - 1° Secundaria - Quechua chanka,"Sapa  punchawsi manaraq pacha achikyayllata lluqsiq  hinaspa tutaña kutiykuq, achka punchawñas  kaytaqa waqastin rurasqa, mana imatapas tarispan  warminmanqa mana uyallanpas qawarinanpaq    kasqachu."
Willakuykuna maytu - Chanka Literatura 1 - 1° Secundaria - Quechua chanka,"Chaynapis huk punchaw purisqanpi  anaqta pisiparqusqa, hichpanpi urqu kuchupis huk  machay kasqa, chaymansi wayramanta, intimanta  harkakunanpaq asuykusqa; machaypis llakita  apukunata llapan unanchaqkunatawan sutin, sutin  yanapaykunankupaq mañakusqa, chay tiyasqanpis  puñuy aysarqusqa, chaypis musqupakusqa, chaypi  kachkaptinsi huk machucha rikurirqamusqa,  asuykuspansi taytakuchaqa qawapayan,  hinaspan allimanta rimapayaspan asuykamusqa,  chaypi qarillataqa nisqa:– ¿Imanasqataq kaypi  kachkanki?¿Imatataq kuyasqay warma kay  sallqakunapi maskachkanki?"
Willakuykuna maytu - Chanka Literatura 1 - 1° Secundaria - Quechua chanka,"Tapusqanta uyarikuspas runaqa lliw intusqan  llakikunamanta willasqa: –taytallay achka  punchawñam warmiywan kasarakusqay  kachkan, ichaqa mana kapuqniyuq kaspa, mana  mikunallaykupaqpas tarinikuchu, warmiypas  wiksayakuspan wachakunanpaq hichpaña  kachkan, pachallaykupas mawkayarqunñam,  mana kapuqniyuq kaspa manam qichwapipas  chakrayku kanchu, chaymi urqun qasan  maskapakuni, icharaq imallatapas tariyman nispay–  chaynatas willayta tukusqa."
Willakuykuna maytu - Chanka Literatura 1 - 1° Secundaria - Quechua chanka,"Willakusqan uyariyta tukuspan taytakuchaqa:  –Mana manchatiku kaspaykiqa, paqarin kay  pachapihina maskasqayki tarinaykipaq kayman    kutirqamuy – chay nispansi karunchakusqa."
Willakuykuna maytu - Chanka Literatura 1 - 1° Secundaria - Quechua chanka,"Runaqa  qunqaymantas rikcharirquspan machuchataqa  machaypi maskan, hinas hichpankunapipas manas  yupillantapas tarisqachu, tumpa mancharisqa  yaqa tutaykuqta wasinman kutikusqa, chaypis,  musqukusqanta warmichanman willasqa: – samakusqaypim puñuy aysarquwaptin  puñurqusqani, chaypiñataq musquyniypi kaykunata  qawarqani…–nispan, warmiqa: –chayqa urqupa  waqaychaqnin taytakuchiki –nispan nisqa, sichus  mana manchakunkichu hinaspaqa nisqanhinachiki  rinayki kanqa, ichapas allinpaq kanman– nisqa."
Willakuykuna maytu - Chanka Literatura 1 - 1° Secundaria - Quechua chanka,"Musquypi machupa nisqan pachapis  paqarinninman machay punkupiña suyasqa,  chaynas machay ukuman yaykusqa, tutayaqpi  mana qawakuspan, allinlla kuchukama ichisqa,   ichaqa mana puñuytapas tarisqachu, chayna    aytinyachkaptinsi taytakucha hatun punchunwan  aytukusqa rikurirqamusqa, chaysi runata qawaspan:  –allin chiqap simiyuq kasqanki… kunanqa Hatun  Qucha chinpan Kanlalayman rispayki, chaypi  qucha patanpi suyanki, chay kasqaykipim  yana usha lluqsirqamunqa, chaytam kaspiwan  waqtaspayki  quchaman kutinankama lluqsinanta  michakunki, chaynata ruraptiykim yuraq usha  lluqsimunqa, chay ushatam utqayman hapirqunki,  mana quchaman kutiykunanpaq, chaymi  qampaq usha qusqay kanqa, chayna kaptinqa  yachankiñam iman ruranaykita, utqayman rispa  suyamuy– nispan chinkarqusqa."
Willakuykuna maytu - Chanka Literatura 1 - 1° Secundaria - Quechua chanka,"Runaqa utqayllamansi kaspi aptakusqa urquta  sawarquspan, Hatun Quchaman chayasqa,  chimpa Kanlalay  nisqan qucha patanpi  machupa nisqanpihina  suyan; manapas  chayachkaptinsi  qunqaymanta  huk yana usha quchamanta rikurirqamusqa,  quchamanta mana allpa pachaman lluqsinanpaq  kallpaspan harkan, taytakupa nisqanpihinas  kaspiwan waqtarqusqa, chaysi yana ushaqa  quchaman kaqlla kutiykusqa."
Willakuykuna maytu - Chanka Literatura 1 - 1° Secundaria - Quechua chanka,"Manaraqsi  samaytapas atisqaraqchu hinaspan huk yana    ushañataq lluqsirqamun, chay ushapas chaynalla  lluptirqunanpaq kasqa, qariqa kallpaykuspansi  waqtarquspan hinalla quchaman kutichin."
Willakuykuna maytu - Chanka Literatura 1 - 1° Secundaria - Quechua chanka,"Chaynallas tukuy tuta yana ushakuna harkayllapi  kasqa; runaqa pisipay pisipaysi achikyasqanta  musyasqa, ichaqa hinallas sayaspan suyan,  manaraq inti qispimuchkaptinsi, quchapi  puyu chawpinmanta huk hatun yuraq usha  rikurirqamusqa, pampaman lluqsirqamuspas  ayqikuyta munasqa, chayta millqayninpi  chakinkunawan arwikuspan hapirqusqa,  chayhinachkaptinsi qipanta achka yuraq ushakuna  yakumanta lluqsirqamusqaku, achkas huk  kanchaman tupaq uywakuna kasqaku, chayqa  manañas lluptinkuñachu."
Willakuykuna maytu - Chanka Literatura 1 - 1° Secundaria - Quechua chanka,"Qipantas taytakucha huktawan rikurirqamun, chaypi  sumaq llampu simiwan: – Qam allin runa kasqayki  raykum kay lliw yuraq ushakunata quchkayki, chaywan    hawkalla aylluykiwan sumaq kawsakunaykipaq – nispan rimapayasqa."
Willakuykuna maytu - Chanka Literatura 1 - 1° Secundaria - Quechua chanka,"Runaqa kusisqa pay ninanpaqsi  qimchiykusqa, qawarinanpaqqa manañas  machuchaqa kasqañachu, qucha chawpinpis  puyuchallaña chinkaykuchkasqa, waqanayastinpas  hinas quchukun."
Willakuykuna maytu - Chanka Literatura 1 - 1° Secundaria - Quechua chanka,"Chaymantas runaqa uywakunata qatikuspan  wasinman chayarqun, warminqa mancharisqas  qawan: – ¿Maymantataq kaynaña uywakunataqa  aparqamunki?"
Willakuykuna maytu - Chanka Literatura 1 - 1° Secundaria - Quechua chanka,Runaqa kusisqas iman kaqta  willan: – ¿Manachum kikiyki riy niwarqanki?
Willakuykuna maytu - Chanka Literatura 1 - 1° Secundaria - Quechua chanka,"Chayqaya Kanlalay quchapa yayan allin  kawsananchikpaq kayta qurqamuwanchik,  paytam pay nikunanchik– nispan tukuykun."
Willakuykuna maytu - Chanka Literatura 1 - 1° Secundaria - Quechua chanka,"Chaymantam kay aylluqa manaña muchuypichu  kawsarqa, aswanmi churinkunapiwan achkata  uywankunata mirachikurqaku, hinataq kikin  quchaman, yayanmanpas sapa kuti yuyarispanku  kuyakuyninkuta haywarikuqku."
Willakuykuna maytu - Chanka Literatura 1 - 1° Secundaria - Quechua chanka,"Katacha wikuñachanwan Katalina sutiyuq warmas urqupi tiyasqa, paysi  uywankunata michinan rayku ichu wasichapi  yachakuq, chay tiyasqan urqupiqa manas ima  kawsay mikuypas ruruqchu, uywa qachulla ikllirispan  wiñaq."
Willakuykuna maytu - Chanka Literatura 1 - 1° Secundaria - Quechua chanka,Chay kitipi michiq masinkunas Katacha  sutiwan riqsisqaku.
Willakuykuna maytu - Chanka Literatura 1 - 1° Secundaria - Quechua chanka,"Hinas uywan michisqanpi Iskay  Urqu chawpin wayqunta richkaspan, huk chayraq  wachasqa wikuñachata tarisqa, paysi ancha llakita  qaparkachastin waqasqa."
Willakuykuna maytu - Chanka Literatura 1 - 1° Secundaria - Quechua chanka,"Katachaqa asuykuspas  wikuñachataqa qunqaymanta hapirqusqa  hinaspan llikllanwan wankirquspan, wikuñachapa  mamanta maskan, ichaqa manas maypipas  maman wikuñaqa rikurinchu."
Willakuykuna maytu - Chanka Literatura 1 - 1° Secundaria - Quechua chanka,"Mana waqananpaqsi  yakuta upyachin, chaywan tumpatas wikuñachaqa  upallarqusqa."
Willakuykuna maytu - Chanka Literatura 1 - 1° Secundaria - Quechua chanka,"Qatusman kutirqamuspansi, huk wawayuq  wakamanta ñukñuta chawarqun, chay  chawasqanta quñichallata wikuñachaman  upyachisqa, allinta saksarquspansi wikuñachaqa  manaña waqasqañachu, hina chay pampapis  waqtapakuspan puñurqullan."
