document,sentence
Kasarakuy raymimanta,Waynataqsi kunturman tukurqapuspa rapranta  kicharparispa halayta qallarisqa.
Kasarakuy raymimanta,Sipastaq nisqa: —Maytataq kayri q’ipiwanki  —nispa.
Kasarakuy raymimanta,"Kuturqa sipasta nisqa: —Ama llakikuychu, allinta hap’ipakamuy —nispa."
Kasarakuy raymimanta,"Unay pachamanta sipasqa ñawinta kicharin, kunturpatapis kachkasqa, hinas nin:  —Maymantaq kaytari q’ipiwanki."
Kasarakuy raymimanta,"Kunturqa sipasta tapurin allinchu kachkanki  nispa: —Sipastaqsi nin, manam allinchu kani, nispa kutichikun waqanayaspa."
Kasarakuy raymimanta,"Kuntur  sipastaqa qaqa t’uqu wasinman q’ipirqusqa, chaypi sipasqa p’unchaw p’unchaw  waqaykuchkan."
Kasarakuy raymimanta,"Llakikuymanta manas mikhuytapas munapunchu, waqasqallanpis  kachkan."
Kasarakuy raymimanta,"Kunturqa sipasman hanku aychatas qun, sipasqa manas hanku  aychataqa munanchu, hinas kunturqa qaqa t’uqu wasinmanta manka suwakuq,  sansa apaq ima uraqamusqa."
Kasarakuy raymimanta,"Sipasqa llakisqa sinchita waqaykuchkan, waqasqantaqa luli uyarisqa."
Kasarakuy raymimanta,"Hinas luliqa  sipaspa taytamaman uyarinanta takiykun: —Piqpaq, maypaq wawallancha, qaqa  t’uqupi waqaykuchkan —nispa."
Kasarakuy raymimanta,Hinas sipaspa tayta mamanqa lulita mink’akun:  Ñuqapa wawaychari waqaykuchkan lulicha q’ipiqarqanpuway —nispa.
Kasarakuy raymimanta,"Luliqa  ninsi, q’umir qhipuchapi misk’ichata quwanki hinaqa qipiqarqamusaq ari nispas  luliqa nin."
Kasarakuy raymimanta,"Hinas q’umir qhipuchapi misk’ita luliq kunkanman wataykunku, hina luliqa  sipas q’ipiq purín."
Kasarakuy raymimanta,Sipasta luli nisqa: —Sipas qipirusaykichu —nispa.
Kasarakuy raymimanta,"Hinas luliqa nin: —Wasaypataman siqamuy —nispa, sipasqa  luliq wasanmansi siqan."
Kasarakuy raymimanta,"Chaytaqa huk hak’allus rikumuchkasqa, luliqa sipastas  q’ipirikapun, wasiman chayachipun."
Kasarakuy raymimanta,"Luliqa sipaspa tayta mamanta yuyaychan, hatun mankakunapi unuta t’impuchinki,  qatayniyki kuntur chayamuptin chay t’impusqa unu patapi tiyarichinki nispa."
Kasarakuy raymimanta,"Kunturtaqsi uña llama aycha aparisqa qaqa t’uqu wasinman chayan, manas  sipas warmin kapusqachu."
Kasarakuy raymimanta,Hinas nin: —Pim warmiyta aparqun —nispa.
Kasarakuy raymimanta,"Phiñasqa  kachkaptin, huk hak’akllu waqyakamun: —Yaw kuntur uyariway nispa."
Kasarakuy raymimanta,Hinas  hak’akllu kunturman willan: —Chay luli warmiykita wasinman q’ipiqarqun —nispa.
Kasarakuy raymimanta,"Hinas kunturqa sinchita phiñarikun, hinataqsi luliq wasinta purin, chaypis lulita  waqyan: —¡Lluqsimuy luli!"
Kasarakuy raymimanta,"lulitaqsi kutichimun, chayraq chayraq husut’akuchkani  —nispa."
Kasarakuy raymimanta,"Kunturqa nillantaq: —¡Lluqsimuy luli!, imapaqmi warmiyta qipiqarqurqanki,  kunan mikhurqusqayki —nispa."
Kasarakuy raymimanta,Luliqa kutichikamun: —Arí  uchukutallatam kutarqukuchkani nispa.
Kasarakuy raymimanta,Kunturtaqsi nin qurimuway ari nispa.
Kasarakuy raymimanta,"Luliqa  kutichimun: —Kunitan, kunitan qurimusqayki nispas."
Kasarakuy raymimanta,"Unaymanta uchukutataqa  kunturpaq uyanman laq’amun, kunturpa ñawintapas tutayachinraq."
Kasarakuy raymimanta,"Hinas kunturqa  chay uchukutata llaqwaykun, manas uchukutachu kasqa luliq q’ichallansi kasqa."
Kasarakuy raymimanta,"Kunturqa sinchita phiñarikun, hinaspa nillantaq: —¡Lluqsimuy luliii!"
Kasarakuy raymimanta,"Lulitaq nimun: —Chayraq, chayraq husut’akuchkani nispa."
Kasarakuy raymimanta,Kunturqa wakmantas nillantaq: —¡Lluqsimuy luliii!
Kasarakuy raymimanta,"Lulitaqsi kutichikamun: —Hatuntapuni simiykita kicharinki, manachayqa manam mikhuyta atiwankichu —nispa."
Kasarakuy raymimanta,"Hinas kunturqa hatunta siminta kicharin, chaymantas luliqa lluqsimun, ¡phur!"
Kasarakuy raymimanta,Hinas kunturqa phiñasqa sipaspa wasinta purin.
Kasarakuy raymimanta,"Chaypis waynaman tukuspa  sipaspa mamanwan tupan, hinaspa sipaspa mamanqa tapun: —Qanchu kanki  qatayniy —nispa."
Kasarakuy raymimanta,Waynaqa ninsi: —Ari ñuqam kani qatayniyki —nispa.
Kasarakuy raymimanta,Sipaspa mamanqa nin: —Kay patallapi tiyarikuy —nispa.
Kasarakuy raymimanta,T’inpusqa unu manka  patapi tiyaykuchin.
Kasarakuy raymimanta,"Hinaspas kunturqa t’inpusqa unuman urmaykapun, chaypi  sipaspa maman sipaspiwan k’upanku, hinas waynaqa kunturman tukurqapun."
Kasarakuy raymimanta,"Sipaskuna mana riqsisqa runataqa manam utqhaytaqa munanaykichikchu,  aswanpas allinta riqsirinaykichik qharikunataqa."
Alelipa munaqusqan waqaychanankuna. Historias y Relatos 5 - Inicial - Quechua Collao,"Wasi hawata lluqsispa makinkunata maqllikun,  uyanta uphakun, kirunta muqch’irqun, umanta  ñaqch’arqkuspa hatun maman yanapaq puririn."
Alelipa munaqusqan waqaychanankuna. Historias y Relatos 5 - Inicial - Quechua Collao,"Takisqanta uyarispan, hatun maman tapun:  ¿Imanaptintaq  ancha kusisqari kachkanki Aleli?"
Alelipa munaqusqan waqaychanankuna. Historias y Relatos 5 - Inicial - Quechua Collao,Alelitaq kutichin:  Kunan p’unchawmi turay yanapawanqa  kahacha rurayta.
Alelipa munaqusqan waqaychanankuna. Historias y Relatos 5 - Inicial - Quechua Collao,¿Chayri imatataq waqaychanki chay  kahachapiri?
Alelipa munaqusqan waqaychanankuna. Historias y Relatos 5 - Inicial - Quechua Collao,"Wasinman haykuruspa Aleliqa  apamun hatun  wayqapi llamk’anachankuna waqaychasqanta,  chaymanta wakin  llamk’ayninkunata urquspa  khawachin awichanman."
Alelipa munaqusqan waqaychanankuna. Historias y Relatos 5 - Inicial - Quechua Collao,"Khaynatan siq’ikurani kimsa watachayuq  kachkaspay, kaytataq tawa watachayuq  kaspay."
Alelipa munaqusqan waqaychanankuna. Historias y Relatos 5 - Inicial - Quechua Collao,"Ñawpaqqa manan chakaykunataqa  siqirqanichu, ichaqa kunanqa allintañan rurani."
Alelipa munaqusqan waqaychanankuna. Historias y Relatos 5 - Inicial - Quechua Collao,"Ari wawachay,  nin awichanqa, wiñasqaykiman  hinan ima ruraykunatapis allinta rurayta  atichkanki."
Alelipa munaqusqan waqaychanankuna. Historias y Relatos 5 - Inicial - Quechua Collao,chayqa mamaywan  kimsa  watachayuq kachkaspa t’iqi wawacha  rurasqaykun.
Alelipa munaqusqan waqaychanankuna. Historias y Relatos 5 - Inicial - Quechua Collao,Chaywan yacharqani ama  qhillichaspa allin uywayta.
Alelipa munaqusqan waqaychanankuna. Historias y Relatos 5 - Inicial - Quechua Collao,"Hatun maman nisqa: ichaqa mana  kunankama niwankichu, imatan kahachapi  waqaychanki."
Alelipa munaqusqan waqaychanankuna. Historias y Relatos 5 - Inicial - Quechua Collao,"Aleli nin: ñataq kay wayqachay  thantachaña chayqa, llakisqan karqani  mana maypi llamk’anachaykunata  waqaychayta atispa."
Alelipa munaqusqan waqaychanankuna. Historias y Relatos 5 - Inicial - Quechua Collao,Chayqa mamay  niwan kahachata rurasunchik nispa.
Alelipa munaqusqan waqaychanankuna. Historias y Relatos 5 - Inicial - Quechua Collao,Hatun maman tapusqa: ¿Imanaptintaq  llamk’asqachaykikunatari waqaychaytari munaki?
Alelipa munaqusqan waqaychanankuna. Historias y Relatos 5 - Inicial - Quechua Collao,Aleli kutichin: Sapakuti rikuspan yuyarini  yachasqaykunata chaymantapis imaynatan  astawan allin ruranayta.
Alelipa munaqusqan waqaychanankuna. Historias y Relatos 5 - Inicial - Quechua Collao,"Hatun maman nisqa: kusa, chhaynaqa  ancha allimpunin, chaninpunin  llamk’anachaykikuna waqaychayqa,  chhaynapin lluypas rikusunchik  yachasqaykita, imapi yanapanykutapis,  aswan allinta ruranaykipaq."
Alelipa munaqusqan waqaychanankuna. Historias y Relatos 5 - Inicial - Quechua Collao,"Punkun kichakusqan uyarikun, chayllaman  haykumun turan mamanpuwan."
Alelipa munaqusqan waqaychanankuna. Historias y Relatos 5 - Inicial - Quechua Collao,"Aleliqa kusikuymanta p’itasqaraq, paykunapa  yananapayninwan, llamk’anachankuna  waqaychananpaq kahachata ruranqaku."
Alelipa munaqusqan waqaychanankuna. Historias y Relatos 5 - Inicial - Quechua Collao,"¡Ñan kanña maypi quri qullqita hina  llamk’asqaykunata waqaychanaypaq!, Aleli  kusisqallaña nisqa."
Ayllunchikpa willakuyninkuna. Historias y relatos 2 - Inicial - Quechua Collao,"Kaywanmi  kusikuqhinalla amawtaykipa, tayta mamaykipa  yanapakuyninwan imaymana yachayniykikunata wiñachinki."
Ayllunchikpa willakuyninkuna. Historias y relatos 2 - Inicial - Quechua Collao,Kayta munaspaykum achka yachachiqkuna huñunakuspayku  tukuy sunquykuwan qispiykachiyku.
Ayllunchikpa willakuyninkuna. Historias y relatos 2 - Inicial - Quechua Collao,"Ñawinchasqayki qillqasqakunaqa, pacha sunquwan  qhawanaykipaq, aylluyki khuyanaykipaq, rimasqayki  qillqasqayki wiñachinaykipaqmi yanapasunki."
Ayllunchikpa willakuyninkuna. Historias y relatos 2 - Inicial - Quechua Collao,"Hinallataqmi  llaqtaykipa kawsaynin, puriynin riqsinaykipaqpas yanapasunki."
Ayllunchikpa willakuyninkuna. Historias y relatos 2 - Inicial - Quechua Collao,Chaymantapas runa masiykikunawan maypiña kaspapas  hawkalla kawsakunaykipaq yanapasunkim.
Ayllunchikpa willakuyninkuna. Historias y relatos 2 - Inicial - Quechua Collao,Kay mayt’upi imaymana willakuykuna tarisqaykiqa  yachayniykikunatam sumaqchata kallpachachinqa.
Ayllunchikpa willakuyninkuna. Historias y relatos 2 - Inicial - Quechua Collao,Kay mayt’utaqa munaykunkipunim hinaspapas mayt’u  yanapasunaykimantaqa manam manchakuykuchu.
Ayllunchikpa willakuyninkuna. Historias y relatos 2 - Inicial - Quechua Collao,"¡Kunanqa hawkalla ñawinchay, allin sami qampaq kachun!"
Ayllunchikpa willakuyninkuna. Historias y relatos 2 - Inicial - Quechua Collao,Yachay kamayuq llamk’ana wasi.
Ayllunchikpa willakuyninkuna. Historias y relatos 2 - Inicial - Quechua Collao,"Hak’aqllu llullakusqanmanta (Willakuy)  May pachakunapi qharikunapas warmikunapas  p’unchawnintin llamk’aq kasqanku hinallataq  kallpasapa kanankupaq allinta mikhunanku karqan,  chaypis Tayta inti kasukuq pisquchakunata  waqyachiq kasqa."
Ayllunchikpa willakuyninkuna. Historias y relatos 2 - Inicial - Quechua Collao,"Chaysi Inti tayta, pichi tanqata, yuthuta, urpita,  hak’akllutawan."
Ayllunchikpa willakuyninkuna. Historias y relatos 2 - Inicial - Quechua Collao,Sinchi llakisqas pisquchakunaqa willanankupaq  rimaq churakusqaku.
Ayllunchikpa willakuyninkuna. Historias y relatos 2 - Inicial - Quechua Collao,"Chaysi nisqaku,  mayqinninchik allin kallpawan takinqa paychá  willakamunqa nispa."
Ayllunchikpa willakuyninkuna. Historias y relatos 2 - Inicial - Quechua Collao,Hinas sapankanku takiyta  qallarisqaku.
Ayllunchikpa willakuyninkuna. Historias y relatos 2 - Inicial - Quechua Collao,"Chaysi hak’aklluta akllasqaku, paysi willamusqa  kay hinata nispa."
Ayllunchikpa willakuyninkuna. Historias y relatos 2 - Inicial - Quechua Collao,"kunanmanta kimsa kutitam mikhunaykichik,  tutallamanta, chawpi p’unchawta, ch’isi tuta ima."
Ayllunchikpa willakuyninkuna. Historias y relatos 2 - Inicial - Quechua Collao,"Manam llullakunaykichu, llulla kasqaykiraykun  qalluykita qhipaman urqupusaq, pasaqpaqmi  chayhina kapunki."
Ayllunchikpa willakuyninkuna. Historias y relatos 2 - Inicial - Quechua Collao,Chay pachamantapachas hak’aklluqa llullakuq  kasqanrayku much’unpi pukachasqa kunka kapusqa.
Ayllunchikpa willakuyninkuna. Historias y relatos 2 - Inicial - Quechua Collao,"(Willakuy) Liqichumanta  Huk suni chukcha, hatun ruyru ñawiyuq, puka  uyacha Ch’aska sutiyuq sipascha, sapa p’unchaw  takispa, puchkaspa uwihankunata michisqa."
Ayllunchikpa willakuyninkuna. Historias y relatos 2 - Inicial - Quechua Collao,"Huk p’unchawsi, uwihanta michichkaspa  sipaschaqa “liw, liw, liw” nispa liqichup  waqasqanta uyarisqa."
Ayllunchikpa willakuyninkuna. Historias y relatos 2 - Inicial - Quechua Collao,"Qhawaq riqtinsi chay  liqichuqa uwihakunapa hawanpi phalarichkasqa,  allqunkunañataqsi phawaspa, phawaspa  uwihankunata hark’asqaku."
Ayllunchikpa willakuyninkuna. Historias y relatos 2 - Inicial - Quechua Collao,Chaysi sipaschaqa  allinta umanta huqarispa  allqu atuqta  qhansasqanta rikurqusqa.
Ayllunchikpa willakuyninkuna. Historias y relatos 2 - Inicial - Quechua Collao,"Wasinpiñataq, sipaschaqa, turan Mayuman  willasqa."
Ayllunchikpa willakuyninkuna. Historias y relatos 2 - Inicial - Quechua Collao,"Hinaspas, chikan kusisqa paykunaqa  uwihankunata qatirikuspa urayman risqaku."
Ayllunchikpa willakuyninkuna. Historias y relatos 2 - Inicial - Quechua Collao,Mayuqa allqunkunatas uwihankuna  hark’aysinanpaq waqyakusqa.
Ayllunchikpa willakuyninkuna. Historias y relatos 2 - Inicial - Quechua Collao,"Ichaqa manas  ima atuqpas kasqachu, aswanqa ñan purikuq  runakunas kasqaku."
Ayllunchikpa willakuyninkuna. Historias y relatos 2 - Inicial - Quechua Collao,Chayraykum llaqta waqaychaqwan riqsinchik  nispa.
Ayllunchikpa willakuyninkuna. Historias y relatos 2 - Inicial - Quechua Collao,Paqariqninñataqsi yapamanta Ch’askawan  Mayuwanqa uwihanku michiq rillasqakutaq.
Ayllunchikpa willakuyninkuna. Historias y relatos 2 - Inicial - Quechua Collao,"Chaypis, allinta tiyaykuspa liqichuta imayna  purisqanta, mikhusqanta, sapa puriptin imayna  uman kuyuchisqantapas allinta qawasqaku."
Ayllunchikpa willakuyninkuna. Historias y relatos 2 - Inicial - Quechua Collao,"Lluypa mamankuna   K aymi Willo wawacha, ancha ch’iti, k’uski,  hinallataq pukllaysapa, urpichakunata,  pillpintukunta, ima phalaqkunatapis qatikachaytan  yachan."
Ayllunchikpa willakuyninkuna. Historias y relatos 2 - Inicial - Quechua Collao,"Payqa tayta mamanwan, waqyi pananwan,  hatun tayta mamanwan, ima tiyanku."
Ayllunchikpa willakuyninkuna. Historias y relatos 2 - Inicial - Quechua Collao,Willos huk p’unchaw hatun taytanwan puriq  riqtinku munay anqas pillpintuta rikusqa.
Ayllunchikpa willakuyninkuna. Historias y relatos 2 - Inicial - Quechua Collao,"Paypa qhipanta phawachkaspas mana t’ikakuna,  ch’uruchakuna, kuruchakunata, huch’uy  imaymanakuta q’achu  kawsaqpi saruchakusqanta  rikusqachu."
Ayllunchikpa willakuyninkuna. Historias y relatos 2 - Inicial - Quechua Collao,"Hatun taytantaq yuyaynillanpi qhawaq, kayta  nisqa:  Willo, hamuy samaykuy,  pillpintukunata qasita  saqiy."
Ayllunchikpa willakuyninkuna. Historias y relatos 2 - Inicial - Quechua Collao,Willoqa hatun taytampaq kasqanpi tiyarquspa…  puñurakapun.
Ayllunchikpa willakuyninkuna. Historias y relatos 2 - Inicial - Quechua Collao,"Manaraq puñuyta tukushkaqtin, waqaspa  rikch’arkamun."
Ayllunchikpa willakuyninkuna. Historias y relatos 2 - Inicial - Quechua Collao,"¿Imanaqtinmi waqanki?, hatun  tayta tapusqa."
Ayllunchikpa willakuyninkuna. Historias y relatos 2 - Inicial - Quechua Collao,"Pharpasapa warmin… wakintaq t’ika umayuq, urpi  umayuq, muyurimuwanku, hinaspan niwanku sach’a,  sachaq, llapan kaypi kawsaqkunaq mamansi kanku."
Ayllunchikpa willakuyninkuna. Historias y relatos 2 - Inicial - Quechua Collao,"Ancha manchakuypunin karqan hatun taytay,  niwankun sichus pillpintukunata, yurakunata,  uywakunata k’irinki chayqa, qullupunqakun."
Ayllunchikpa willakuyninkuna. Historias y relatos 2 - Inicial - Quechua Collao,"Hatun tayta Jonas umanta hap’iyukuspa nisqa:  Musquynikipi warmi rikhurimuqkunaqa, llapallan  imaymanakuna muyuriqnikipi kaqkunataqa  yuypaychanaykipaqmi willasunkiku."
Ayllunchikpa willakuyninkuna. Historias y relatos 2 - Inicial - Quechua Collao,"Pachamamanchikqa, llapan kay pachapi kaqkunawanmi  sumaq kawsaypi uywanakunaykipaq, mañakuchkasunki."
Ayllunchikpa willakuyninkuna. Historias y relatos 2 - Inicial - Quechua Collao,"Hatun taytay, manan ñuqaqa munanichu pillpintukuna  nitaq uywakunpis, yurakunapis, qullunantaqa… Willo  macharisqa nisqa."
Ayllunchikpa willakuyninkuna. Historias y relatos 2 - Inicial - Quechua Collao,Hatun taytam kusi  sunqunwan nisqa.
Ayllunchikpa willakuyninkuna. Historias y relatos 2 - Inicial - Quechua Collao,"Willo qhawarisaqmi nispa nisqa, llapallan  pachamamapi kawsaqkunata, amachananpaq."
Ayllunchikpa willakuyninkuna. Historias y relatos 2 - Inicial - Quechua Collao,Nisqa Wilo ¡Chayqa ancha allinmi!
Ayllunchikpa willakuyninkuna. Historias y relatos 2 - Inicial - Quechua Collao,Kusqa qhipasqaku urpichakunaq takisqanta  uyarispa.
Liqichumanta. Historias y relatos 1 - Inicial - Quechua Collao,"Huk p’unchawsi, uwihanta  michichkaspa sipaschaqa “liw, liw,  liw” nispa liqichup waqasqanta  uyarisqa."
Liqichumanta. Historias y relatos 1 - Inicial - Quechua Collao,"Qhawaq riqtinsi chay liqichuqa  uwihakunapa hawanpi  phalarichkasqa, allqunkunañataqsi  phawaspa, phawaspa  uwihankunata hark’asqaku   Chaysi sipaschaqa allinta  umanta huqarispa allqu atuqta  qhansasqanta rikurqusqa   Wasinpiñataq, sipaschaqa, turan  Mayuman willasqa."
Liqichumanta. Historias y relatos 1 - Inicial - Quechua Collao,"Hinaspas, chikan  kusisqa paykunaqa uwihankunata  qatirikuspa urayman risqaku."
Liqichumanta. Historias y relatos 1 - Inicial - Quechua Collao,"Chayllamansi yapamanta “liw, liw, liw”  niqta liqichutaqa uyarillasqakutaq."
Liqichumanta. Historias y relatos 1 - Inicial - Quechua Collao,Mayuqa allqunkunatas uwihankuna hark’aysinanpaq  waqyakusqa.
Liqichumanta. Historias y relatos 1 - Inicial - Quechua Collao,"Ichaqa manas ima atuqpas kasqachu,  aswanqa ñan purikuq runakunas kasqaku."
Liqichumanta. Historias y relatos 1 - Inicial - Quechua Collao,Chayraykum llaqta  waqaychaqwan riqsinchik nispa.
Liqichumanta. Historias y relatos 1 - Inicial - Quechua Collao,"Chaypis, allinta tiyaykuspa liqichuta  imayna purisqanta, mikhusqanta, sapa  puriptin imayna uman kuyuchisqantapas  allinta qawasqaku."
Muhu papa rikch’arichiymanta. Historias y relatos 3 - Inicial - Quechua Collao,Maman  aqhata ruran   papa muhuta  t’inkarikuspa    rikch’arichinapaq.
Muhu papa rikch’arichiymanta. Historias y relatos 3 - Inicial - Quechua Collao,"Urpitaq,  llikllata  awayta   tukun   muhuta  p’istunapaq."
Muhu papa rikch’arichiymanta. Historias y relatos 3 - Inicial - Quechua Collao,Sullq’achan  Siwartaq  taytanwan   asnunpi wanuta  chakra pataman   astanku.
Muhu papa rikch’arichiymanta. Historias y relatos 3 - Inicial - Quechua Collao,"Urpi runa   p’achanwan  churakamun   muhuta  taqimanta  urqumunanpaq,  hinaspas  mana muhu  qapusqachu,  Urpi   manchasqa   papanta nin,  manan muhu  kapunchu."
Muhu papa rikch’arichiymanta. Historias y relatos 3 - Inicial - Quechua Collao,"Kuraq taytatas   pusamunku  kukawan, ñawin  aqhawan  haywarikuspa   muhuta  kutichinpunanpaq."
Muhu papa rikch’arichiymanta. Historias y relatos 3 - Inicial - Quechua Collao,"Kuraq tayta  Urpita nin, allinta  saminchaykuspa  q’ala chakilla  muhuta  taqimanta  urqumuy,   llapankus  sumaqta ñawin  aqhawan   ch’allaykuspa   muhuta  rikch’arichinku."
Muhu papa rikch’arichiymanta. Historias y relatos 3 - Inicial - Quechua Collao,"Chay muhutas  k’uyusqallata,  mana animun  lluqsinanpaq."
Muhu papa rikch’arichiymanta. Historias y relatos 3 - Inicial - Quechua Collao,"Chakra  pataman   chayaspankus  chay muhutaqa  ñawpaqta  tarpunku,  sumaqta papa  rurunampaq."
Papa allay. Historias y Relatos 4 - Inicial - Quechua Collao,"Urpi, wasimpiña taytanta  nisqa, papay lluy ayllukunan  papata allayuchkanku,  taytanqa ninsi, paqarinpaschá  ñuqanchikpas allamusun  ñan papaqa hasp’inapaqña  kachkan."
Papa allay. Historias y Relatos 4 - Inicial - Quechua Collao,Tutamantanqa Urpi  Mariyanucha turanwan kusisqa    papa allaq allachukunata   apariykuspa risqaku.
Papa allay. Historias y Relatos 4 - Inicial - Quechua Collao,"Chaqra patapiña, taytanku nin  wawaykuna uyariychik papata  allanapakqa ñawpaqtaqa   pachamamanchikman apukunaman  ima kukawan k’intukuna, aqhawan  t’inkakuna  allin papa uqariy  kananpaq."
Papa allay. Historias y Relatos 4 - Inicial - Quechua Collao,"Urpip ayllunqa aqhawan  t’inkaykuspa kukawan  k’intuykuspas papata allayta  qallarinku, papaqa allintas  wachayusqa."
Papa allay. Historias y Relatos 4 - Inicial - Quechua Collao,"Urpi, taytanta nisqa, qamkuna  papata  allachkanaykichikkama,   ñuqa wathiyata ruramuchkasaq."
Papa allay. Historias y Relatos 4 - Inicial - Quechua Collao,"Mariyanuchaqa papata  hawasta  akllaspas,  ñaqichin, sumaq  wathiya  kananpaq, taytankuqa ninsi,  wawaykuna ama  hisp’ankichikchu   wathiyanchikmi hankuyanman."
Papa allay. Historias y Relatos 4 - Inicial - Quechua Collao,"Mamanqa uchukutata, ñuqñuta apariykuspas  chakra pataman   chayamun, hinallataqsi  Urpiqa, Mariyanuchawan wathiyata  hasp’imunku."
Papa allay. Historias y Relatos 4 - Inicial - Quechua Collao,"Mamanqa wahakun, tayta  wawaykuna yarq’api makikichikta  maqchhikamuychik mikhunanchikpaq."
Papa allay. Historias y Relatos 4 - Inicial - Quechua Collao,"Urpip mamanqa llikllapi wathiyata  mast’arkuspa apukunaman   pachamamanchikman ima Phukurikun,  añanchaykuspa Kusisqa llapallanku  mikhuyta qallarinku."
1 Rimana. Qichwa - Qullawpi llamk'ana mayt'u. Cuaderno de trabajo - Comunicación 1° - Quechua Collao,"Llamk'ana qillqana mayt'upin tarinki imaymana ruraykunata  aylluykiq, yawar aylluykiq kawsayninmanta pukllanapaq, takinapaq,  siq'inapaq, (ch'irunapaq), llimp'inapaq, ñawinchanapaq, qillqanapaq."
1 Rimana. Qichwa - Qullawpi llamk'ana mayt'u. Cuaderno de trabajo - Comunicación 1° - Quechua Collao,"Llamk'anaykipaqtaq yachachiqniyki, tayta mamayki, apuchayki, yawar  aylluyki yanapasunki."
1 Rimana. Qichwa - Qullawpi llamk'ana mayt'u. Cuaderno de trabajo - Comunicación 1° - Quechua Collao,Watuchkaykuñan qampaq allin kayninta hinallataq musuq yachaykuna  yachanaykipaq.
1 Rimana. Qichwa - Qullawpi llamk'ana mayt'u. Cuaderno de trabajo - Comunicación 1° - Quechua Collao,Kay llamk'ana qillqana mayt'uqa k}humpaykin  yachanaykipaq chaymi amachanayki.
1 Rimana. Qichwa - Qullawpi llamk'ana mayt'u. Cuaderno de trabajo - Comunicación 1° - Quechua Collao,Kaqninkuna Kaqninkuna  T'aqa Ayllunchikpa kawsayninkunawan uywanakunchik Yachananchikpaq  ¿Imaraykutaq runakuna qura hampiwan manaña hampikunchikchu?
1 Rimana. Qichwa - Qullawpi llamk'ana mayt'u. Cuaderno de trabajo - Comunicación 1° - Quechua Collao,Yachananchikpaq  ¿Imaraykutaq runakuna qura hampikunawan manaña hampikunchikchu?
1 Rimana. Qichwa - Qullawpi llamk'ana mayt'u. Cuaderno de trabajo - Comunicación 1° - Quechua Collao,Raphi ¿Imaraykutaq runakuna qura hampiwan manaña hampikunchikchu?
1 Rimana. Qichwa - Qullawpi llamk'ana mayt'u. Cuaderno de trabajo - Comunicación 1° - Quechua Collao,Raphi Iman kanman qura hampiwan manaña hampikusqanchikmanta riqsisunchik   Raphi Ayllunchikpi qura hampikunamanta ñawinchasun   Raphi Iman kanman qura hampikunawan manaña hampikuptinchik ñawinchaspa qillqasun   Raphi Qura hampikunamanta ñawinchasun qillqasun   Raphi Qura hampimanta willakuyta ñawinchaspa qillqasun   Raphi Rimanakusunchik   Raphi Rimanakusunchik   Raphi Llamk'asqayta riqsichini   Raphi Llamk'asqayta riqsichini   Raphi Tiklla ayllupa qura hampikunamanta yachayninta riqsisun   Raphi Q'irukunapa hampinakuynin   T'aqa Ayllunchikpi aymurasunchik Yachananchikpaq  ¿Imaraykutaq chakranchikkunapi mikhuykuna pisiyapuchkan?
1 Rimana. Qichwa - Qullawpi llamk'ana mayt'u. Cuaderno de trabajo - Comunicación 1° - Quechua Collao,Yachananchikpaq  ¿Imaraykutaq chakranchikkunapi mikhuykuna pisiyapuchkan?
1 Rimana. Qichwa - Qullawpi llamk'ana mayt'u. Cuaderno de trabajo - Comunicación 1° - Quechua Collao,Raphi Imarayku pisi mikhuykuna kasqanmanta riqsisunchik   Raphi Iman kanman chakrakunapi pisi mikhuykuna uqarisqanchikmanta riqsisunchik   Raphi Chakrakunapi imayna mikhuykuna ñawinchaspa qillqasun   Raphi Mikhuy huqariymanta ñawinchaspa qillqasun   Raphi Chakrapi mikhuykunamanta ñawinchaspa qillqasun   Raphi Mikhuykuna allin kasqanmanta ñawinchaspa qillqasun   Raphi Rimanakusunchik   Raphi Rimasunchik   Raphi Llamk'asqayta riqsichini   Raphi Rurasqayta riqsichini   Raphi Conima llaqtapa aymurayninta riqsisun   Raphi Ch'umbivilcas llaqtapi mikhuy uqariyta riqsisun   T'aqa Llaqtanchikkunapa rayminkuna Yachananchikpaq  ¿Imaraykutaq ayllunchikpi raymikuna chinkapuchkan?
1 Rimana. Qichwa - Qullawpi llamk'ana mayt'u. Cuaderno de trabajo - Comunicación 1° - Quechua Collao,Yachananchikpaq  ¿Imanaptinmi ayllukunapi rayminkuna chinkapuchkan?
1 Rimana. Qichwa - Qullawpi llamk'ana mayt'u. Cuaderno de trabajo - Comunicación 1° - Quechua Collao,"Raphi Imaraykutaq ayllunchikkunapi wakin raymikuna chinkapusqanta riqsisunchik   Raphi Imanaptinmi ayllukunapi raymikuna chinkapusqanmanta riqsisunchik   Raphi  Saramanta qañiwamantawan ñawinchaspa qillqasun   Raphi  Papamanta ch'uñumantawan ñawinchaspa qillqay   Raphi ¿Imayna sara, qañiwa wiñasqanmanta?"
1 Rimana. Qichwa - Qullawpi llamk'ana mayt'u. Cuaderno de trabajo - Comunicación 1° - Quechua Collao,Raphi Raymikunamanta ñawinchaspa qillqasun   Raphi Rimasunchik   Raphi Rimasunchik   Raphi Rurasqayta riqsichini   Raphi Rurasqayta riqsichini   Raphi Qanchi llaqtapa rayminta riqsisun   Raphi Papamanta ch'uñumantawan ñawinchaspa qillqay   T'aqa Uywanchikkunata raymichasunchik Yachananchikpaq  ¿Imaraykutaq ayllunchikkunapi uywakuna chinkapuchkan?
