document,sentence
Willakuykuna maytu - Chanka Literatura 2 - 2° Secundaria - Quechua chanka,Chaymantam layqaykutaqa  manaña llumpaytaqa turyaqñachu kaq kaniku.
Willakuykuna maytu - Chanka Literatura 2 - 2° Secundaria - Quechua chanka,"Ichaqa warma kasqaykupi chay manchakuyqa  waspiqlla karqa, huk punchawmi, karu aylluman  taytaypiwan rirqaku, chay punchaw achikyayta  turiy Susana mikuyta kusachkarqa, ñuqañataq  mana qawachkaptin yanukusqanman siwullata  kamaykurqani, kutimuspanku paykunaqa  hichpataña ichimuchkasqaku, chaypim warmaqa  taytanta: – Qustinuchaykim mikunayman    siwullata kunallan kamaykun – nin."
Willakuykuna maytu - Chanka Literatura 2 - 2° Secundaria - Quechua chanka,"– nispan, tapuspan  kutichin: – manam llullachu Susanacha mana  qawanankamam chayta rurachkan, mapas  chayaspa rikunki, chaynallam imapiñapas  turyaypa turyawanku – nispa waqapakun."
Willakuykuna maytu - Chanka Literatura 2 - 2° Secundaria - Quechua chanka,Taytayqa: – ¡Kunanmi ichaqa supay qarantapas  llustirqusaq!
Willakuykuna maytu - Chanka Literatura 2 - 2° Secundaria - Quechua chanka,"Chaynam chayarqamuspanku, taytayqa mikuyta  qaywirispan siwullataqa tarirqun, chay pacham  llapaykuta kanchaman qayamuwanku hinaspam  anyawanku: – Ñam yachaniña kay churiy  imaymana turyasqaykichikta, ichaqa kunanqa  amirquspaymi chaykunata tukuchisaq – nispanmi  siqulluta hapispan sapakamata makipurawarqaku."
Willakuykuna maytu - Chanka Literatura 2 - 2° Secundaria - Quechua chanka,"Chaynapim pukllay siki kasqayku tukurqa, aswan  manchakuywan yupaychakuspa sullkaykupa  yanapaqninña karqaniku."
Willakuykuna maytu - Chanka Literatura 2 - 2° Secundaria - Quechua chanka,"Pawaq tampa uma Sallqapi purinaykupaqmi kuraq aylluyku  chikikunamanta amachakunaykupaq  yachachiwaqku, sapa rimanakuypim imamantapas  allin purina kasqanta kunawaqku."
Willakuykuna maytu - Chanka Literatura 2 - 2° Secundaria - Quechua chanka,"Chaynam kay  willakuyta uyarirqani; taytaysi maqta kasqallanpiraq  Suqya Kanchapi hatusniykumanta tutachaña  ichimuchkarqa, tutapi rampi killa akchiwan Kichka  Wayqumanña chayakuchkarqa, qunqaymantas  sallqa wayra hukmanta pukuykarqamun, chirita  manchaspan tumpata mancharikurqun, karuchata  qawaykuptinsi huk pawastin muyuq llantutahina  qawarqusqa, sayarispansi ñawinkunata pichakuqhina  qawarayan, chay samayqa kiswar sachakunamansi  laqakuq, chayna pawaspan maqta kasqanman  anchuykamuchkarqaña, qunqaymantas taytayqa  ñanpa hawanman ichirqun, ichiyta tukuchkaptillansi    chay muyuq llantuqa ñan chawpinta wayralla  pawaspa hanayninman laqakurqun."
Willakuykuna maytu - Chanka Literatura 2 - 2° Secundaria - Quechua chanka,"Ñawinpas  pinkirayasqas ima kasqanta qawarqusqa,  chayqa millay qaru uyayuq warmipa umanhina  kasqa, manchanas saqsa tampa chukchayuq  rikukusqa, chaynas huk iskaytawan wichayman  laqakun."
Willakuykuna maytu - Chanka Literatura 2 - 2° Secundaria - Quechua chanka,Maqtallaqa mancharikuymanta  manas ima ruraytapas atinchu.
Willakuykuna maytu - Chanka Literatura 2 - 2° Secundaria - Quechua chanka,Chaynas chay  pawaq umaqa uraymanñataq kasqanmanhina  pawamuchkasqa.
Willakuykuna maytu - Chanka Literatura 2 - 2° Secundaria - Quechua chanka,"Chaynapi maman willakusqanta  yuyarikusqa, “pawaq umataqa tankar kichkawanmi  manchachinchik” nisqanta, muyuriqnintas  qawarin hinaspa uku wayqupi kaq mallki tankarta  qawarqun, chaymansi pawaykuspan kallpan,  tankarta laptaykuspan makintapas tiparqachikun,  ichaqa anchallam karqa manchakuyninqa,  manaña nanaytapas musyaspan, tankar kichkapa  mallkinta pakispan pallarqun, muyurinanpaqqa    chay pawaq umaqa yaqa hawanpiña kachkasqa,  ñawinta qimchikuykuspas tankarwan umataqa  uyanpi waqtarqun, chay saqsa umaqa tankarpis  chukchanwan arwikurqun, ayqikuyta munaspanpas  aswan kichka kallmanpi laqakurqun."
Willakuykuna maytu - Chanka Literatura 2 - 2° Secundaria - Quechua chanka,"Maqtaqa  mancharisqapas manas kachaykunchu, chaypi  willakuy uyarisqanta yuyarispan “tankarwan  arwikusqanta qawaspa manam kacharinachu,  kikin kachaykunata mañakunankama”, anaqtam  manchachikunqa, kachaykunayki rayku chikitam  munachisunki, anyasunki, kamisunki, chaywanpas  manam kachaykunachu; pisiparquspa waqastin  llampulla rimanankama."
Willakuykuna maytu - Chanka Literatura 2 - 2° Secundaria - Quechua chanka,"Chayñam sutinta  tapunayki, maypi tiyasqanta, ima rurasqanta,  imarayku qatisusqaykimanta, mana qatisunaykipaq  manchachinaykim –kamachikuqman; aparqusqayki  nispayki – chayñam chiqapta rimanqa, mana    imapas rurasunaykipaq, llapa ima tapusqaykitam  kutichisunki."
Willakuykuna maytu - Chanka Literatura 2 - 2° Secundaria - Quechua chanka,"Maqtaqa kallpachakuspas tukuy ima  rurasqanta suyan, nisqanhinas pisiparquspanña  ayqiykachanñachu hinaspa llampullataña rimariyta  qallarin: – taytallay amaña intullawayñachu,  chukchallayta kacharillaway, manañam kaykunapi  mancharichisaykiñachu – nispan."
Willakuykuna maytu - Chanka Literatura 2 - 2° Secundaria - Quechua chanka,Maqtaqa  tapukuytas qallarin: – ¿Pitaq qamqa kanki?
Willakuykuna maytu - Chanka Literatura 2 - 2° Secundaria - Quechua chanka,"Ima ruraqtaq  kanki?, chaysi umaqa kutichin: – ñuqaqa mama  Santusam kani, Ira Patapim wasiy kachkan, layqam  kani, saqrawan kuskam llamkani, qunqaymantam  kayna rikurispay chunniqkunapi purini, mana  kallpayuq manchatiku runakunapa, ñawinkuna,  qallun, sunqun altarqunaypaq, wakintaqa millpuq  tuqumanmi kachaykuni, chaynapim runakuna  chinkaylla chinkanku."
Willakuykuna maytu - Chanka Literatura 2 - 2° Secundaria - Quechua chanka,"Kachaykullawayña papay    aswansi chanin quri, qullqita qusqayki – nispan  mañakun."
Willakuykuna maytu - Chanka Literatura 2 - 2° Secundaria - Quechua chanka,"Maqtaqa kayta uyarispas sunqunpi  apuyarquyta munaspan kusirikun, ichaqa mamanpa  willakusqanta yapamanta yuyarin “sichum imapas  chaninta munachisuptiykiqa, manam chaskinkichu,  chaywanqa almaykitam rantikurqunkiman,  aswanmi chaypiqa llullata rimachkan”, chayta  qawaspas – ¡Manam imaykitapas munanichu!"
Willakuykuna maytu - Chanka Literatura 2 - 2° Secundaria - Quechua chanka,"–  nispan nin – aswanqa qasi purikunallaytam munani,  amataq qatiwanaykitapas munanitaqchu – nispa  yapaykun."
Willakuykuna maytu - Chanka Literatura 2 - 2° Secundaria - Quechua chanka,"Pawaq umaqa chayraqsi waqaspan  rimarin – manam papay qatillasqaykichu,  manataq haykapipas imanasqaykichu  aswanchiki, imakunamantapas kunanmantaqa  waqaychasqayki, kawsakuyniymanta  manukusqachiki kallasaq – nispan mañakun."
Willakuykuna maytu - Chanka Literatura 2 - 2° Secundaria - Quechua chanka,"Chaynaspam maqtaqa kachaykunanpaqña karqa,  chayñapi yapamanta imam yachachisqankuta  yuyarin “saqsa umataqa huk mana sachayuq  pampakamam pusanki, chaypiña chukchankunata  tumpata paskanki, ñawin wichqananpaq kunanki,  chayna kanankama tankarta aptarikuspayki  kallpaylla ripukunayki, mana sachakuna kaptinqa  manañam kallpan kanchu, sallqa sachakunam  kallpan."
Willakuykuna maytu - Chanka Literatura 2 - 2° Secundaria - Quechua chanka,"Chaynaspansi maqtaqa wayrallaña,  wasinkama ripukamun, qawarinanpaqa, chay  umaqa yaqa pampa hawallantas muyuspan  sasawan wasin kasqanman richkasqa."
Willakuykuna maytu - Chanka Literatura 2 - 2° Secundaria - Quechua chanka,Wasinman  chayarquspañas manchariynintapas chukchuspan  tanirqachin  hinaspa tayta mamankunaman  chay ima kasqanta willakun.
Willakuykuna maytu - Chanka Literatura 2 - 2° Secundaria - Quechua chanka,"Kaynatam taytay  ayllunkunaman willawarqaku, ñuqapas qamkunapaq  mirachimuni, kayna kaptin imaynam amanchakuyta  yachanaykichik rayku."
Willakuykuna maytu - Chanka Literatura 2 - 2° Secundaria - Quechua chanka,"Alma chimpachiy Manaraqmi maqta kayman chayarqaniraqchu,  mallquchallaraq, mama taytaykupa makillanpi  karqaniku, ima niwasqankutapas chayllam rurallaq  kaniku, huk pacham taytaypa kuraq wawqin  churintawan kamachiwarqaku Chaqllawasi  qatusniykumanta kawallukunata apamunaykupaq:   – Paqarinmi Chaqlla wasita rinkichik, allillamantam  wayqunta purinkichik, ¡amam machakunkichikchu!"
Willakuykuna maytu - Chanka Literatura 2 - 2° Secundaria - Quechua chanka,"Manam imapas kanchu, Yana Pilatapim Sikra  mayuta chimpankichik, chaypiqa yakuqa  chanka imakamallam chayasunkichik, ichaqa  sumaqllam yakuman yaykunkichik, rumikunam    ancha lluchka kanku, pachaykichikta qipikuspam  rinkichik, chaypas hapinakusqalla ichinkichik."
Willakuykuna maytu - Chanka Literatura 2 - 2° Secundaria - Quechua chanka,"Qarwa Rumipim tayta Kunsi Yawripa wasinman  chayaspaykichik waskata mañakunkichik, paytaqmi  willasunkichik mayniqpim kawallukuna kasqanta –  nispa kamachiwanku."
Willakuykuna maytu - Chanka Literatura 2 - 2° Secundaria - Quechua chanka,Ñuqaykuqa chukchuspa ari  nispayku qari tukuniku.
Willakuykuna maytu - Chanka Literatura 2 - 2° Secundaria - Quechua chanka,"Wayqun ñanqa hukniraq  manchakuypaqmi chay pachakunapi kaq,  purichkaspam qarqarya qaparkachasqanta  uyarikuq, huk patapiqa tukupas waqamuq, utaq  chusiqpas pak...pak…pak nispan chikita willakuspan  waqaq, mayupa qaparisqanwan manam ancha  rimasqaykitapas uyarikuqchu kanki, chayrayku  taytachakunata pitukuykuspa, wayqumanta  lluqsinaykukama anchunpalla purirqaniku."
Willakuykuna maytu - Chanka Literatura 2 - 2° Secundaria - Quechua chanka,"Quchaqman chayarquspaqa manañam ancha    manchakuypaqñachu ñanqa kaq, mayullam  rimastin puriq, chaymantaqa Yana Pilatamanña."
Willakuykuna maytu - Chanka Literatura 2 - 2° Secundaria - Quechua chanka,"Chay Yana Pilataqa mastarisqa aquyuqmi karqa,  chaynintam yakuqa mana llumpay ukuchu  karqa, manam chakapas karqachu, yakuman  yaykuspam chimpana kaq, chaypaqmi siquta,  warata chustikuspa, llikllapi qipikuspa purina kaq."
Willakuykuna maytu - Chanka Literatura 2 - 2° Secundaria - Quechua chanka,"Chaynam chay mayu pataman chayaspayku  tutayaqpi pachaykuta chustikuspa karqaniku,  qunqaymantam wichay hamuq mayuta  qawariptiyqa huk antalla yuraq pachayuqtahina  wayrallapi puriqta rikurquni, mancharikunim,  chukchaymi sayarirqun, runa kayniypas  sampayarquspan mana ima ruraytapas tarinichu,  manam rimariytapas atinichu, ichaqa chayqa  asuykamuwan, puriq masiyqa mana imatapas  musyanchu hawkalla payqa mayu chimpananpaq  allichakuchkarqa, chaypim chay wayrallata allinta  qawarquni, runam kasqa, chayñataq ukuymanhina  rimarirquwan: – Warmacha yanapakuynikita  mañakusqayki, kay mayuta chimpaysiway, manam  sapallayqa atinichu – nispan."
Willakuykuna maytu - Chanka Literatura 2 - 2° Secundaria - Quechua chanka,"Ñuqaqa umallayta    aywityani manam nispay, musuqmanta ukullaypi  uyarikuni: – amahinachu kay warmacha manam  yanqallapaqchu, chanintaqa qupusqaykim,  chimpanaymi yachakun, wakpim huk runa yanqa  nanaywan manaña kanñachu – nispan hikutawan… Chayna kachkaptiymi puriq masiy: –haku wawqicha  punchawyarqusunmi –  nispan yakuman chutawan,  chay hinallapim chay anta runaqa wasayman  lluqakarqamun, chaywan yaqalla wichiykuni,  ichaqa wawqiyqa manataq musyanpaschu,  ñuqañataq wiqi ñawintin sasata ichimuchkarqani,  llasaytaqa manam llasawanchu, ichaqa runa  kayniymi mana kallpayuqhina richkan, chaynam  huknin mayu patanman chayaspayku, yakumanta  lluqsiniku, chay runa wayraqa hawaymanta  asukurqun hinaspam: – warma anchatam pay    nikullayki, siqanayki Paklla Patapim huk pukru rumi  kachkan, chay ukunpim yanapakuynikipa chanin  kachkan, mana manchakuspam uqarispayki  qipikunki, chaymi mikunaykipaq, kunan ichaqa  ripukullasaq– nispan qayllaymanta chinkarqun."
Willakuykuna maytu - Chanka Literatura 2 - 2° Secundaria - Quechua chanka,Puriq masiyqa aya uyayuqta qawarquwaspan  tapuwan: – ¿Imawantaq mancharikurqunki?
Willakuykuna maytu - Chanka Literatura 2 - 2° Secundaria - Quechua chanka,"–nispan, ñuqañataq: –  almatam qawarquni, chayñataq chimpachiway  niwarqa, chimpachkaptiyñataq wasayman  qispirquspan mayuta chimpachikuwan, chaymi  yaqalla wichiykurqani – nini."
Willakuykuna maytu - Chanka Literatura 2 - 2° Secundaria - Quechua chanka,Payqa asipayawaspan  mana iñiwanchu: –¡Yanqaña kayqa muspaypiña  purichkan!
Willakuykuna maytu - Chanka Literatura 2 - 2° Secundaria - Quechua chanka,"¡Huktaña chaywanqa pisturquy!,  ¿imaraykutaq mana willawarqankichuqa?,    manataq ima rimasqaykitapas tarinichu,  tiyachkaqllata qawariyki…–nispan asipayawan."
Willakuykuna maytu - Chanka Literatura 2 - 2° Secundaria - Quechua chanka,"Ñuqañataq: – manchakuywanmi qaparikuni ichaqa  mana tuqyachinichu, kallpayta munani manataq  ichinaypaq kallpay karqachu, ichaqa manam  yanqapaqchu chay rurasqay, chimpachisqay  chaninsi Paklla Patapi kachkan, haku rispanchik  qawarqamusun, chaypichiki chiqap kasqantapas  yachasun, ichapas muspaynillay kanman– nispa  amachakuni."
Willakuykuna maytu - Chanka Literatura 2 - 2° Secundaria - Quechua chanka,"Wawqiyqa purinallaykupi Pakllapata  kasqanta qawaykuspan: – hakuchikña qawayllaqa  qawasunchiki, ichaqa manam maskasunchu, sichus  chiqap kanqa nisqallanpichiki kanqa – nispan  wichay puriyta qallarin, ñuqapas qipantam ichini."
Willakuykuna maytu - Chanka Literatura 2 - 2° Secundaria - Quechua chanka,"Paklla Pataman chayarquspaykum chay rumi    nisqanta tarirqaniku, muyuyninta qawariptiykum  ñan qipachanpi huk away wayqa kasqa, chaytam  kichaniku, chaypi achka mikuna miskikuna kasqa."
Willakuykuna maytu - Chanka Literatura 2 - 2° Secundaria - Quechua chanka,"Chayta qawaspanmi wawqiypa runa kaynin  yaqalla tukurqunpas, manchariytam tarin hinaspa  ñuqañataq yuyarini alma ima niwasqanta:  – almaqa niwarqa amam mancharinkichu,  chay wayqapi kaqtam qipikuspayki apakunki,  chayqa chimpachiwasqaykipa chaninmi – nispa  nini."
Willakuykuna maytu - Chanka Literatura 2 - 2° Secundaria - Quechua chanka,"Chayraq samaytapas tarirqun hinaspam  qipikuspayku Qarwa Ruminman kawallukuna  michiqpa wasinman chayarqaniku, chaypi  taytakuqa asuykuptiyku anyawanku: –¿Kay  pachachu hamunaykichik?"
Willakuykuna maytu - Chanka Literatura 2 - 2° Secundaria - Quechua chanka,"Qillakuna ¿Manachu  wayralla purimunaykichik karqa?, yaqañam  intipas qispirqamunqaña, kawallukunataqa    tariwaqchikñachu, ¡kay waskakuna!"
Willakuykuna maytu - Chanka Literatura 2 - 2° Secundaria - Quechua chanka,"Machu  Lusirutam ñawpata hapinkichik, sichus pay  ayqikuptinqa wakinqa wayrallam chinkaypa  qipanta ripunqaku, ¡utqayman Chaqlla Wasita  riychik!"
Willakuykuna maytu - Chanka Literatura 2 - 2° Secundaria - Quechua chanka,"chaypim qinchay qipapi puñuchkanku,  wayrapa rinan qipantam mana musyachikuspalla  rinkichik – nispan kachaykuwanku."
Willakuykuna maytu - Chanka Literatura 2 - 2° Secundaria - Quechua chanka,"Chaqlla  Wasiqa tumpa karucharaqmi karqa Silla Qasa  hawanpiña achikyayta tariniku, chaymantaqa  wayra pukumusqanta musyaspa qipallanta  uywakuna mana musyawanankupaq qatirqaniku,  kanchaman chayaspam Lusiruchata waskawan  hapirquniku, pay sayaptinqa wakinqa hawkallam  sayan hinaspayku iskay chunka kawalluta  rakiniku, chaypiqa karqa yaqa pichqa chunka    uywakuna chinantin uñantinkuna."
Willakuykuna maytu - Chanka Literatura 2 - 2° Secundaria - Quechua chanka,"Chayraqmi  inti qispirqamuptin tiyaykuspayku samaykuniku,  almapa chanin quwasqankuta mikuspa,  tukurquspa, llaqtaman kutirimuniku, ichaqa hawan  ñantañam rinayku karqa chaypi Qarwa Rumiman  uraykuniku, pallqa ñanman chayaspa huk achka  runayuq wasi qayllanta puriniku hinaspa chaypi  qawariptiyqa, wañusqa runata akchikuchkasqaku,  chaypim uyarikuni: –achka punchawñan mana  wañuyta tarispan muchuypi karqa, kunanqa  samakuchkanñachiki – niqta, ñuqañataq tapukuni  – ¿Pitaq chay wañukuq runaqa?"
Willakuykuna maytu - Chanka Literatura 2 - 2° Secundaria - Quechua chanka,Huk  mamaku niwan Waman Sunqu Willkasmi sutin karqa  warma – niwaspan wasiman yaykukun.
Willakuykuna maytu - Chanka Literatura 2 - 2° Secundaria - Quechua chanka,"Runa mikuq Aylluypi tawa wawqiykunamanta sullkanraqmi kani,  tutakunapim taytay machuqa sallqa urqukunapi  puriq karqa."
Willakuykuna maytu - Chanka Literatura 2 - 2° Secundaria - Quechua chanka,"Chaynam anta killayuq punchaw  tutayachkaptin qatinaypaq kunawarqa, upay  sunqullam qipanta qatini, karutañam tutayaqpi  ñanninta purirqaniku."
Willakuykuna maytu - Chanka Literatura 2 - 2° Secundaria - Quechua chanka,"Chiripi, wayrapa pukuy  waqasqanwan kuskanchakusqa."
Willakuykuna maytu - Chanka Literatura 2 - 2° Secundaria - Quechua chanka,Sapa kutim  ñankunapi samaptiyku machuqa sinqanwan  wayrata muskiykachaq.
Willakuykuna maytu - Chanka Literatura 2 - 2° Secundaria - Quechua chanka,Wiksanpi chunchulkunapas  sinchitam qaparimuq yarqasqa kasqanta  qawachikuspan.
Willakuykuna maytu - Chanka Literatura 2 - 2° Secundaria - Quechua chanka,"Amirquyta qallarispanmi  qunqaymanta machuqa kaynata rimariwan: – mana pitapas tarispanchikqa qamtañachiki  mikurqusqayki, chaynaqa, pitukuspayki apukunata  mikuy apachimunanpaq mañakuy."
Willakuykuna maytu - Chanka Literatura 2 - 2° Secundaria - Quechua chanka,"Warma kasqaypi  mancharisqallañam, sunquyta  intuykachispay apukunata kaynata mañakuni:  – apu yaya Pukara, Apu Rasuwillka, Apu  Wamanrasu, Mama pacha, Mama quchakuna,  kuyakuynikichikmantam suyani, pipas maypas  ñanpi pantasqata hichpaykachimuychik,  kay machum, mana mikuynin tarisqanrayku  mikurquwayta munachkan, utaqayman pipas  rikurimunanta munaykuy, manaraqmi allinchu  mikunapaqpas kani, tullu tullu, saqlallaraq kani,  manachiki saksaypaqpas kanichu…– nispa  mañakuni hinaspam huktawan apukunaman  tukuy sunquymanta rimarini– tayta mamallaykuna  kaymanta kutirispachiki munasqaykichik anqusuta  sumaqta churapusqaykichik– nispa tukuykuni."
Willakuykuna maytu - Chanka Literatura 2 - 2° Secundaria - Quechua chanka,"Manaraqpas tukuykuchkaptiymi, machuqa  wañullata qaparin – ¡Maqtillu utqayman pakakuy,  sinqaymi runapa asnayninta tarirqun, alliraqchiki  kawsanaykipa rantin chayarqamun– niwan."
Willakuykuna maytu - Chanka Literatura 2 - 2° Secundaria - Quechua chanka,Chaynam qaqapa pukru kikllunman ñitikurquni.
Willakuykuna maytu - Chanka Literatura 2 - 2° Secundaria - Quechua chanka,"Chaymantam machupa rurasqanta qawani,  wayqanmantam qirupi churasqata quntihina  kutasqata yuraq akuta makinwan altarqun,  chaytam rimapakuspan wakman kayman  pukuparqun."
Willakuykuna maytu - Chanka Literatura 2 - 2° Secundaria - Quechua chanka,"Manaraqmi pipas hamuqtaqa  qawarqanichu, machullam atuq kaqlla, umanta  aywirispan, ñawinpas rawrasqa qawachkarqa."
Willakuykuna maytu - Chanka Literatura 2 - 2° Secundaria - Quechua chanka,"Qunqaymantam huk runapa purisqanta uyarini,  quysu qipiyuq, samayninpas utqaylla, pisipasqallaña  ichimuchkasqa, kasqaykupa hichpanman    chayaykuspanmi palta rumi hawanpi qipinta  uraykachin, kaynata rimaristin: – Sasam suwa  kaypas kasqa, ¿imallapaqraq añasqa ispayninta  challaykamun, wañunaytachu, icha qatiwaqniypa  wañuynintachu yachan?"
Willakuykuna maytu - Chanka Literatura 2 - 2° Secundaria - Quechua chanka,"¿Imaynanpitaq kay  muquqa chunya kachkan?, imañataq kay  pisipayqa puñuyman aysawachkan…– kayta  nispam tiyaykuspan puñuywan aysachikun."
Willakuykuna maytu - Chanka Literatura 2 - 2° Secundaria - Quechua chanka,"Machuqa samayninta harkakuspam, yapamanta  runapa tiyasqan hichpanman chay yuraq quntita  pukuykarin."
Willakuykuna maytu - Chanka Literatura 2 - 2° Secundaria - Quechua chanka,"Runaqa yaqa chayllapim puñuyta  hallarin, machuqa, pakakusqanmanta hatarispan,  hatunkaray kuchunata hapispan puñusqaman  anchuykun."
Willakuykuna maytu - Chanka Literatura 2 - 2° Secundaria - Quechua chanka,"Yaqa kunkanta muqurqunanpaq  kachkaptin, runaqa musquyninpi rimapakuyta    qallarin – ¡Amaraq sipiwaychu aylluykunamanraq  kay suwakusqayta chayarqachisaq!"
Willakuykuna maytu - Chanka Literatura 2 - 2° Secundaria - Quechua chanka,"Machuqa tumpata mancharikurqun hinaspan  iskay kimsata qipaman ichirquspan suyan,  ichapas rikcharisqa kayninta suyaspan, runaqa  chaymantaqa qurquryayta hallarin, chaynam  yapamanta anchuykun, ñataq tuksirqunanpaq  kachkaptin, runaqa qaparin – ¡Mamay Musuq  kancha machaypim llapa tarisqaykunata  pakarqani, chayta hurquspam ayllunchikta  qispichinki!"
Willakuykuna maytu - Chanka Literatura 2 - 2° Secundaria - Quechua chanka,"Machuqa piñasqallaña tumpa sampayasqa,  kallpaykuspan kuchunawan kunkanta qallarqun,  runaqa rikcharispan wañuyllataña qawarin."
Willakuykuna maytu - Chanka Literatura 2 - 2° Secundaria - Quechua chanka,"Yawarninmi chirapahina wakman kayman  chaqchurikun, hatarikurqun, machuqa yapamanta  sunqupi wañuqpaq tuksirqun."
Willakuykuna maytu - Chanka Literatura 2 - 2° Secundaria - Quechua chanka,"Chaywanqa runaqa  pampaman siriykun, machuñataq makinwan  yawarninta wisirquspan upyayta hallarin, ñuqaqa  manchariymanta saywa rumi kaqlla qawachkarqani,  chayñam machuqa qayawan: – ¡Manchatiku  maqtillu hamuy miski ñukñuta upuy – nispan."
Willakuykuna maytu - Chanka Literatura 2 - 2° Secundaria - Quechua chanka,"Piñakuyninmanta manchakuspam asuykuni, chaypim  makin quchasqamanta yawarta upyachiwan,  yawarqa tumpa miskiyuqhina, tumpa kachiyuqmi  kasqa, millakuywanmi hukta upyarquni."
Willakuykuna maytu - Chanka Literatura 2 - 2° Secundaria - Quechua chanka,"Chayta tukurquspam machuqa, runapa  ñawinkunata altarqun– mana qawakuspan  qatiwananchikpaq–nispa; huktawan sunqunta    altarquspan riman – allin qaripa sunqunmi,  chayta qallarquspan wakinta mikunaypaq  haywaykuwan, – mikuy allin qari kanaykipaq –  nispa."
Willakuykuna maytu - Chanka Literatura 2 - 2° Secundaria - Quechua chanka,"Ñuqaqa mana munastin kachuyta qallarini,  mana chawa aycha mikuq kaspay."
Willakuykuna maytu - Chanka Literatura 2 - 2° Secundaria - Quechua chanka,"Chaymantam  qalluntapas altarqun, qatiqninmanmi, imaynam  uywapa qaranta llustinchik, chaynatam llustirqun  hinaspam runa tallqinkunata chitqarqun;  umantawan, makinkunata, chakinkunataqa,  suqyapi uchkuta tuqurquspan chay ukupi  pamparqun."
Willakuykuna maytu - Chanka Literatura 2 - 2° Secundaria - Quechua chanka,"Wakin qallasqa aychataqa  hatun wayqaman winarquspam, suwa runapa  qipintawan kuskata qipinaykupaq allicharqun."
Willakuykuna maytu - Chanka Literatura 2 - 2° Secundaria - Quechua chanka,"Manaraq puriyta hallarichkaspam, llapallan yaya  munaychakuqkunaman kintukunata churapuspan,  pay nikun."
Willakuykuna maytu - Chanka Literatura 2 - 2° Secundaria - Quechua chanka,"Yaqañam quyllurpas wicharimuchkarqaña,  chaynam karumanta ayllu wasiykuta qawaptiyku,  chay pachapim kaynata niwan: – yanqataq    pimanpas kay qawasqaykimanta willakuwaq,  chaynaspaqa wañuyniykitam tariwaq, runapa  yuyayninpaqqa uywanchiktam nakakurqanchik –  rimaspam kunawan – ¿Uyarickankichu maqtillu?"
Willakuykuna maytu - Chanka Literatura 2 - 2° Secundaria - Quechua chanka,– nispa ñawiykunata qawaspa tapuwan.
Willakuykuna maytu - Chanka Literatura 2 - 2° Secundaria - Quechua chanka,Ñuqaqa  mana rimaytapas atispa: – Arí tayta– nispa  kutichini.
Willakuykuna maytu - Chanka Literatura 2 - 2° Secundaria - Quechua chanka,"Mayu wayquman chayarquspaykum,  yakuwan yawarkunamanta aywikuniku,  chayñam  chayarquspayku wasiman yaykuniku."
Willakuykuna maytu - Chanka Literatura 2 - 2° Secundaria - Quechua chanka,"Mamayqa  mankapim yakuta timpuchichkasqaña, taytakuqa  huk kaqnin chitqata haywaspam yanukunanpaq  kamachin."
Willakuykuna maytu - Chanka Literatura 2 - 2° Secundaria - Quechua chanka,"Payqa upallallam mana imatapas  nispan, aychata kuchuparquspan mankaman  kamaykun."
Willakuykuna maytu - Chanka Literatura 2 - 2° Secundaria - Quechua chanka,Achikyaytaqa llapan ayllumanmi  miskillaña mikuytahina qarakun.
Willakuykuna maytu - Chanka Literatura 2 - 2° Secundaria - Quechua chanka,"Chaymanta pacham taytay runa mikuq  kasqanmanta riqsirqani, kunanqa machu  kayniypiña, kay unay manchakuywan pakasqay  willakuyta tuqyarqachini."
Willakuykuna maytu - Chanka Literatura 2 - 2° Secundaria - Quechua chanka,"Tiwucha hintilwan kuyanakusqanmanta Uquru hichpan Waqra nisqan ayllupim sumaq  rikchayniyuq pasña tiyarqa, sutinmi Tiyurusya karqa  yaqa kimsa chunka watayuqña karqa."
Willakuykuna maytu - Chanka Literatura 2 - 2° Secundaria - Quechua chanka,"Wasinpiqa  sapallanmi iskay allqunkunapa waqaychasqan  tiyaq, hukninpam yanacha hukninpañataq  sapan urpi sutiyuqkama karqaku."
Willakuykuna maytu - Chanka Literatura 2 - 2° Secundaria - Quechua chanka,"Paypaq achkas  uywankuna kasqaku, yaqa apu, sumaqallaña  pasña, mana qariyuq kasqanraykuñataq achkataq  qarikuna munapayaqninkunaqa kasqa."
Willakuykuna maytu - Chanka Literatura 2 - 2° Secundaria - Quechua chanka,"Achka  maqtakuna kuskanchakunankupaq rimapayayta  munasqaku, ichaqa manas payqa mayqintapas  uyariqpas tukusqachu, aswan chaymantaqa  allqunkunapas piñallaña kasqanpi pitapas  asuykunanmanta michakuqku."
Willakuykuna maytu - Chanka Literatura 2 - 2° Secundaria - Quechua chanka,"Huk tutas wasinpi qaytuta puchkakuchkaptin,  qunqaymanta allqunkunaqa allwakuyta  qallarisqaku, payqa sapa punchawsi tullpan  patanpi pisi akchiq michiruwan puchkayta ruraq,  allqunkunaqa awllayta amirquspankus chuklla  qipanman asukusqaku, chaynapi kasqankupiqa  imaynam allqukuna tulluta kachuspa waqunku  chayhina yuyarikusqa."
Willakuykuna maytu - Chanka Literatura 2 - 2° Secundaria - Quechua chanka,"Chay kachkaptinmi  punkupi rikurirqamun huk mana riqsisqa maqta,  Tiyurusyaqa qawarayakuspas: – ¿Maymantataq  kay waynaqa lluqsirqamun?"
